,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
700,Northlake,47.6543794,-122.32089665,Portage Bay Grange Feed & Mercantile,47.65721873098297,-122.31762540330901,Pet Store
701,Northlake,47.6543794,-122.32089665,Whalemaker Lounge,47.65334621352358,-122.32384602724657,Lounge
702,Northlake,47.6543794,-122.32089665,good turn park,47.65059740429127,-122.32387284297774,Park
703,Northlake,47.6543794,-122.32089665,Lake Union Sea Ray,47.65159940883532,-122.32304334640503,Harbor / Marina
704,Northlake,47.6543794,-122.32089665,Le Fournil,47.650952634042,-122.3218201739864,Café
705,Northlake,47.6543794,-122.32089665,Sebi's Bistro,47.65135899381291,-122.32141047503843,Eastern European Restaurant
706,Northlake,47.6543794,-122.32089665,Northlake Tavern and Pizza,47.65467620180902,-122.32146670916968,Pizza Place
707,Northlake,47.6543794,-122.32089665,Portage Bay Cafe,47.65756951098391,-122.31775645957667,Breakfast Spot
708,Green Lake,47.6801546,-122.3240935,Brunello Ristorante Italiano,47.68055856115845,-122.31766819953918,Italian Restaurant
709,Green Lake,47.6801546,-122.3240935,Modo Yoga,47.68004963337591,-122.32387268554345,Yoga Studio
710,Green Lake,47.6801546,-122.3240935,Rainbow Point,47.68299190001858,-122.32141654384262,Park
711,Green Lake,47.6801546,-122.3240935,Latona Pub,47.67581879263341,-122.32561263774974,American Restaurant
712,Green Lake,47.6801546,-122.3240935,Sugar Sugar,47.675937789431174,-122.32250353990305,Spa
713,Green Lake,47.6801546,-122.3240935,PCC Community Markets,47.67996,-122.32414,Organic Grocery
714,Green Lake,47.6801546,-122.3240935,Spud Fish & Chips,47.678385751404726,-122.32697798217735,Fish & Chips Shop
715,Green Lake,47.6801546,-122.3240935,Rosita's Mexican Grill,47.68069187726904,-122.32476843125815,Mexican Restaurant
716,Green Lake,47.6801546,-122.3240935,Retreat,47.67877595834497,-122.3268080342347,Coffee Shop
717,Green Lake,47.6801546,-122.3240935,Roosevelt Vision,47.6796935,-122.3176735,Optical Shop
718,Green Lake,47.6801546,-122.3240935,Zoëyogurt,47.678986639511926,-122.32591521252228,Frozen Yogurt Shop
719,Green Lake,47.6801546,-122.3240935,Teddy's Bigger Burgers - Greenlake,47.67882695428985,-122.32645225234685,Burger Joint
720,Green Lake,47.6801546,-122.3240935,Northwest Crossfit,47.679373343259705,-122.3231479937296,Gym
721,Green Lake,47.6801546,-122.3240935,Turnpike Pizza,47.67882170602366,-122.32620308962208,Pizza Place
722,Green Lake,47.6801546,-122.3240935,float | seattle,47.67925683657137,-122.32453013889558,Spa
723,Green Lake,47.6801546,-122.3240935,GreenLake Fitness,47.68058970536773,-122.32494771136015,Gym
724,Green Lake,47.6801546,-122.3240935,Mykonos Grill,47.68046269341458,-122.32532692334841,Greek Restaurant
725,Green Lake,47.6801546,-122.3240935,Green Lake Boathouse,47.68128013742797,-122.32900243763002,Lake
726,Green Lake,47.6801546,-122.3240935,Revolutions Coffee,47.680559024636146,-122.32607574999243,Coffee Shop
727,Green Lake,47.6801546,-122.3240935,Green Lake Playground,47.680774969124776,-122.32758050949964,Playground
728,Green Lake,47.6801546,-122.3240935,Green Lake Neighborhood,47.678740821355234,-122.3279871705964,Neighborhood
729,Green Lake,47.6801546,-122.3240935,Vintage Costumers,47.679788642995746,-122.31758089952865,Costume Shop
730,Green Lake,47.6801546,-122.3240935,Peet's Coffee & Tea,47.67828,-122.327258,Coffee Shop
731,Green Lake,47.6801546,-122.3240935,Lunchbox Laboratory,47.68042226174342,-122.32565364695289,Burger Joint
732,Green Lake,47.6801546,-122.3240935,Menchie's Frozen Yogurt,47.680131863538996,-122.32354580410357,Frozen Yogurt Shop
733,Green Lake,47.6801546,-122.3240935,Kitanda Espresso & Açaí,47.680268313900974,-122.32366938461305,Brazilian Restaurant
734,Green Lake,47.6801546,-122.3240935,Super Jock 'N Jill,47.68071169899375,-122.3259993195194,Shoe Store
735,Fremont,47.6504529,-122.3499861,PIPE AND ROW,47.6505914301773,-122.35078696444806,Women's Store
736,Fremont,47.6504529,-122.3499861,The Masonry,47.64951326543693,-122.3486058831003,Pizza Place
737,Fremont,47.6504529,-122.3499861,El Camino,47.65054377197719,-122.35091284926641,Mexican Restaurant
738,Fremont,47.6504529,-122.3499861,Evergreens,47.64941888975278,-122.34813966132334,Salad Place
739,Fremont,47.6504529,-122.3499861,Fremont Sunday Market,47.65005474577869,-122.35256908409369,Farmers Market
740,Fremont,47.6504529,-122.3499861,Eve,47.649514707868434,-122.3492896642033,New American Restaurant
741,Fremont,47.6504529,-122.3499861,Fainting Goat Gelato,47.650173265070634,-122.34988625031335,Ice Cream Shop
742,Fremont,47.6504529,-122.3499861,Roxy's Diner,47.65201551721048,-122.35277564202988,Diner
743,Fremont,47.6504529,-122.3499861,LTD Bar + Grill,47.652373143561626,-122.35506129499768,Sports Bar
744,Fremont,47.6504529,-122.3499861,The Foundry,47.65179767070692,-122.35515729252285,Art Gallery
745,Fremont,47.6504529,-122.3499861,Jai Thai,47.6503858986195,-122.35000936183536,Thai Restaurant
746,Fremont,47.6504529,-122.3499861,Schilling Cider House,47.64955772631211,-122.34923217882297,Bar
747,Fremont,47.6504529,-122.3499861,Jive Time Records,47.65063201536299,-122.34990612856453,Record Shop
748,Fremont,47.6504529,-122.3499861,Cafe Turko,47.649240344282745,-122.34701050922803,Turkish Restaurant
749,Fremont,47.6504529,-122.3499861,Stoneway CrossFit,47.648325700265765,-122.35513927072327,Gym
750,Fremont,47.6504529,-122.3499861,Red Star Taco Bar,47.65145460866657,-122.35142214503469,Bar
751,Fremont,47.6504529,-122.3499861,19 Gold,47.651485,-122.35044,Taiwanese Restaurant
752,Fremont,47.6504529,-122.3499861,Fremont Canal Steps,47.64888488108312,-122.35137515048287,Park
753,Fremont,47.6504529,-122.3499861,Flying Apron Bakery,47.6510215108968,-122.34986843730466,Bakery
754,Fremont,47.6504529,-122.3499861,Swel,47.650663025536055,-122.3517869544055,Restaurant
755,Fremont,47.6504529,-122.3499861,Milstead & Co.,47.649376,-122.347683,Coffee Shop
756,Fremont,47.6504529,-122.3499861,The Backdoor,47.65233522884996,-122.35275590117699,American Restaurant
757,Fremont,47.6504529,-122.3499861,The Indoor Sun Shoppe,47.65072785536846,-122.35498865168898,Flower Shop
758,Fremont,47.6504529,-122.3499861,Woodsky's,47.652486972519505,-122.35528812773687,Bar
759,Fremont,47.6504529,-122.3499861,Royal Grinders,47.65132639776886,-122.35089512855265,Sandwich Place
760,Fremont,47.6504529,-122.3499861,Kwanjai Thai Cuisine,47.65177692135731,-122.35265898827234,Thai Restaurant
761,Fremont,47.6504529,-122.3499861,Fremont Mischief Distillery,47.651493263940324,-122.35647383218543,Brewery
762,Fremont,47.6504529,-122.3499861,Anytime Fitness,47.64919,-122.34825,Gym / Fitness Center
763,Fremont,47.6504529,-122.3499861,The Sweet Spot,47.65097592724413,-122.35139068492997,Spa
764,Fremont,47.6504529,-122.3499861,Nectar,47.65232787858746,-122.35379400461302,Music Venue
765,Fremont,47.6504529,-122.3499861,7-Eleven,47.6526271,-122.3551929,Convenience Store
766,Fremont,47.6504529,-122.3499861,Silence-Heart-Nest,47.650725916002614,-122.35043178094564,Vegetarian / Vegan Restaurant
767,Fremont,47.6504529,-122.3499861,Norm's Eatery & Ale House,47.65205833082374,-122.35282684557036,Pub
768,Fremont,47.6504529,-122.3499861,MOD Pizza,47.64993920000001,-122.350029,Pizza Place
769,Fremont,47.6504529,-122.3499861,ZapVerr,47.64993696221102,-122.34974165101488,Thai Restaurant
770,Fremont,47.6504529,-122.3499861,Qazi's Indian Restaurant,47.6516754142059,-122.35255220905047,Indian Restaurant
771,Fremont,47.6504529,-122.3499861,Fremont Fair,47.65057924643098,-122.35375543604707,Fair
772,Fremont,47.6504529,-122.3499861,Caffe Ladro,47.6520809867419,-122.35325228347413,Coffee Shop
773,Fremont,47.6504529,-122.3499861,Fremont Vintage Mall,47.65026560866199,-122.35002650857287,Antique Shop
774,Fremont,47.6504529,-122.3499861,Portage Bay Goods,47.6504933747333,-122.35027602409455,Gift Shop
775,Fremont,47.6504529,-122.3499861,Salsa Con Todo,47.64940990615191,-122.34817066183105,Salsa Club
776,Fremont,47.6504529,-122.3499861,The Fremont Troll,47.65054176388453,-122.3475772300058,Outdoor Sculpture
777,Fremont,47.6504529,-122.3499861,Google Seattle - Junction Coffee Shop,47.649208812225545,-122.3504616360389,Coffee Shop
778,Fremont,47.6504529,-122.3499861,Fremont Coffee Company,47.65189155782777,-122.35310113877036,Coffee Shop
779,Fremont,47.6504529,-122.3499861,Bar House,47.65164105114406,-122.35216993465183,Bar
780,Fremont,47.6504529,-122.3499861,Triangle Tavern,47.65094994155648,-122.35087278355272,Food
781,Fremont,47.6504529,-122.3499861,Rancho Bravo Tacos,47.652151592991515,-122.35377220700812,Taco Place
782,Fremont,47.6504529,-122.3499861,Brouwer's Cafe,47.651681170608256,-122.35425671988109,Pub
783,Fremont,47.6504529,-122.3499861,Outlander Brewery & Pub,47.652307344226585,-122.35527928298265,Brewery
784,Fremont,47.6504529,-122.3499861,Add-a-Ball Arcade,47.65203955731401,-122.35477061699757,Arcade
785,Fremont,47.6504529,-122.3499861,Urban Earth,47.649557718766324,-122.34449449450666,Garden Center
786,Fremont,47.6504529,-122.3499861,Pel'Meni Dumpling Tzar,47.65106877088491,-122.35035494230382,Dumpling Restaurant
787,Fremont,47.6504529,-122.3499861,Nickerson Street Saloon,47.646550210915784,-122.35021736291903,Pub
788,Fremont,47.6504529,-122.3499861,The Ballroom,47.652072111919516,-122.35306993540884,Bar
789,Fremont,47.6504529,-122.3499861,High Dive,47.65144588015892,-122.35165796750141,Music Venue
790,Fremont,47.6504529,-122.3499861,Fremont Oktoberfest,47.65165770210868,-122.35608980897787,Beer Garden
791,Fremont,47.6504529,-122.3499861,PCC Community Markets,47.64984,-122.3509,Organic Grocery
792,Fremont,47.6504529,-122.3499861,Two Smiling Feet,47.6515666094263,-122.35141185943901,Massage Studio
793,Fremont,47.6504529,-122.3499861,Pho Than Brothers,47.649704264710806,-122.3500004984655,Asian Restaurant
794,Fremont,47.6504529,-122.3499861,Simply Desserts,47.65030745306944,-122.34991930219512,Dessert Shop
795,Fremont,47.6504529,-122.3499861,Barrel Thief,47.650717790466835,-122.35142095645139,Cocktail Bar
796,Fremont,47.6504529,-122.3499861,ETG Coffee & Bakery,47.6508538051239,-122.35055374963957,Coffee Shop
797,Fremont,47.6504529,-122.3499861,Agrodolce,47.65038523577004,-122.34928183725863,Italian Restaurant
798,Fremont,47.6504529,-122.3499861,Fremont Brewing Company,47.648973926283475,-122.3444908010224,Brewery
799,Fremont,47.6504529,-122.3499861,Shawn O'Donnell's,47.65145795600514,-122.35016470638799,Irish Pub
800,Fremont,47.6504529,-122.3499861,Pie,47.65104826584821,-122.35004940074754,Bakery
801,Fremont,47.6504529,-122.3499861,Theo Chocolate,47.65123487507413,-122.35436187192579,Chocolate Shop
802,Fremont,47.6504529,-122.3499861,The Stairway In Fremont Project,47.65489672373227,-122.3499446518782,Art Gallery
803,Fremont,47.6504529,-122.3499861,Ninja Escape,47.6531408,-122.3472489,Theme Park Ride / Attraction
804,Fremont,47.6504529,-122.3499861,Custom Smoothie,47.65000327408855,-122.35187388435013,Juice Bar
805,Fremont,47.6504529,-122.3499861,Nuna Ramen,47.65166490030102,-122.35229154742817,Ramen Restaurant
806,Fremont,47.6504529,-122.3499861,Blue Owl Workshop,47.650293809579814,-122.34964405895902,Boutique
807,Fremont,47.6504529,-122.3499861,Flair Taco Truck,47.6521911687278,-122.35434532600327,Food Truck
808,Fremont,47.6504529,-122.3499861,Ophelia's Books,47.65066907791336,-122.34993959576944,Bookstore
809,Phinney Ridge,47.6721306,-122.3540306,Woodland Park,47.67194521174647,-122.34926894131739,Park
810,Phinney Ridge,47.6721306,-122.3540306,Red Ruffed Lemur,47.66803432,-122.35240405,Zoo Exhibit
811,Phinney Ridge,47.6721306,-122.3540306,Historic Carousel,47.67019685308492,-122.35218316368658,Theme Park Ride / Attraction
812,Phinney Ridge,47.6721306,-122.3540306,Shop Agora,47.675622,-122.354457,Gourmet Shop
813,Phinney Ridge,47.6721306,-122.3540306,Modern Japanese Cuisine,47.67348502605973,-122.35422267097279,Japanese Restaurant
814,Phinney Ridge,47.6721306,-122.3540306,Tokara,47.67431722805188,-122.3542857170105,Dessert Shop
815,Phinney Ridge,47.6721306,-122.3540306,Meerkat Exhibit,47.669081334663474,-122.34986657493012,Zoo Exhibit
816,Phinney Ridge,47.6721306,-122.3540306,Woodland Park Zoo - West Gate,47.66921896408095,-122.35284085493593,Zoo Exhibit
817,Phinney Ridge,47.6721306,-122.3540306,Penguin Exhibit,47.6690222133851,-122.35259324754973,Zoo Exhibit
818,Phinney Ridge,47.6721306,-122.3540306,Zeeks Pizza,47.67267,-122.35439,Pizza Place
819,Phinney Ridge,47.6721306,-122.3540306,Northern Trail,47.67193742777392,-122.34928900235514,Trail
820,Phinney Ridge,47.6721306,-122.3540306,The Fox Den,47.67194315359295,-122.34921560906031,Zoo Exhibit
821,Phinney Ridge,47.6721306,-122.3540306,Wolf Exhibit,47.67058088145899,-122.35057062808255,Zoo Exhibit
822,Phinney Ridge,47.6721306,-122.3540306,The Whits End,47.67628068724089,-122.35424344091274,Bar
823,Phinney Ridge,47.6721306,-122.3540306,A La Mode Pies,47.671816627811566,-122.35440450659321,Pie Shop
824,Phinney Ridge,47.6721306,-122.3540306,The Park Public House,47.67360031288768,-122.35420740446686,Pub
825,Phinney Ridge,47.6721306,-122.3540306,Grizzly Bear Exhibit,47.67096819848934,-122.35063234863489,Zoo Exhibit
826,Phinney Ridge,47.6721306,-122.3540306,Mo's Sandwiches,47.673606,-122.354286,Sandwich Place
827,Phinney Ridge,47.6721306,-122.3540306,Redbox,47.671812,-122.354393,Video Store
828,Phinney Ridge,47.6721306,-122.3540306,WildLights at Woodland Park Zoo,47.669178456909,-122.35285561147735,Zoo Exhibit
829,Phinney Ridge,47.6721306,-122.3540306,Woodland Park Zoo,47.66870653164529,-122.35167377145758,Zoo
830,Phinney Ridge,47.6721306,-122.3540306,Tropical Rainforest Exhibit,47.66786188263997,-122.35225380981021,Zoo Exhibit
831,Phinney Ridge,47.6721306,-122.3540306,Chef Liao,47.67296182490042,-122.35430668966137,Chinese Restaurant
832,Phinney Ridge,47.6721306,-122.3540306,Empty Sea Studios,47.674677,-122.354142,Music Venue
833,Phinney Ridge,47.6721306,-122.3540306,Komodo Dragon Exhibit,47.66890068554396,-122.3497460286193,Zoo Exhibit
834,Phinney Ridge,47.6721306,-122.3540306,Rudy's Barbershop - Phinney,47.67561832245191,-122.35447003989863,Salon / Barbershop
835,Phinney Ridge,47.6721306,-122.3540306,Zoomazium,47.66800403457226,-122.35321556417725,Zoo Exhibit
836,Phinney Ridge,47.6721306,-122.3540306,West Woodland Park Playground,47.6713412413844,-122.35343476558147,Playground
837,Phinney Ridge,47.6721306,-122.3540306,7-Eleven,47.672025301152,-122.353934347629,Convenience Store
838,Phinney Ridge,47.6721306,-122.3540306,Fresh Flours,47.67315634832812,-122.35446206995991,Café
839,Phinney Ridge,47.6721306,-122.3540306,Sully's Snowgoose,47.67378279117656,-122.35455163586167,Bar
840,Phinney Ridge,47.6721306,-122.3540306,Le Merde,47.67581983943962,-122.35465049743652,Boutique
841,Ballard,47.6765073,-122.3862233,Baleen,47.675971,-122.382039,Jewelry Store
842,Ballard,47.6765073,-122.3862233,Redbox,47.673197,-122.387593,Video Store
843,Ballard,47.6765073,-122.3862233,Copine,47.67574136749478,-122.38740432867978,French Restaurant
844,Ballard,47.6765073,-122.3862233,Salmon Bay Park,47.67918224152669,-122.38126445349697,Park
845,Ballard,47.6765073,-122.3862233,Olaf's,47.67471181910651,-122.38781490780408,Bar
846,Ballard,47.6765073,-122.3862233,Mabel Coffee,47.6796498,-122.3879238,Coffee Shop
847,Ballard,47.6765073,-122.3862233,addo Ballard,47.675509,-122.387395,Restaurant
848,Ballard,47.6765073,-122.3862233,Ballard Boys & Girls Club,47.67511980575124,-122.38179335868318,Baseball Field
849,West Woodland,47.6759733,-122.34749920000002,Woodland Park,47.67194521174647,-122.34926894131739,Park
850,West Woodland,47.6759733,-122.34749920000002,North Meadow,47.67190418871632,-122.34936973795826,Park
851,West Woodland,47.6759733,-122.34749920000002,Mountian Goat,47.671979468965745,-122.34928174643038,Zoo Exhibit
852,West Woodland,47.6759733,-122.34749920000002,Northern Trail,47.67193742777392,-122.34928900235514,Trail
853,West Woodland,47.6759733,-122.34749920000002,Bongos,47.676576,-122.347007,Caribbean Restaurant
854,West Woodland,47.6759733,-122.34749920000002,Tundra Center,47.67201667318821,-122.3492813764292,Zoo Exhibit
855,West Woodland,47.6759733,-122.34749920000002,Woodland Park Lawn Bowling Greens,47.67289197259982,-122.34593896192091,Bowling Green
856,Whittier Heights,47.683297,-122.3714487,Rosellini's,47.67952480918485,-122.37472955938681,Bakery
857,Whittier Heights,47.683297,-122.3714487,Viet Nam Restaurant,47.68074174164696,-122.3765923409503,Vietnamese Restaurant
858,Whittier Heights,47.683297,-122.3714487,Kirke Park,47.68013059275492,-122.36811954119197,Park
859,Whittier Heights,47.683297,-122.3714487,Stop N Go,47.683392550231225,-122.37671814261253,Convenience Store
860,Whittier Heights,47.683297,-122.3714487,The Fat Hen,47.67959362101355,-122.37453550782013,Breakfast Spot
861,Whittier Heights,47.683297,-122.3714487,Thunderbird Tavern,47.683719080025554,-122.37702409468814,Bar
862,Whittier Heights,47.683297,-122.3714487,Waterwheel Lounge,47.68056627268515,-122.3763768307792,Karaoke Bar
863,Whittier Heights,47.683297,-122.3714487,Sazon Kitchen,47.681538,-122.377105,Mexican Restaurant
864,Whittier Heights,47.683297,-122.3714487,Seattle Tile Company,47.6856,-122.376385,Furniture / Home Store
865,Whittier Heights,47.683297,-122.3714487,Un Bien,47.68163662900125,-122.37663719087422,Caribbean Restaurant
866,Whittier Heights,47.683297,-122.3714487,Delancey,47.67954593341448,-122.37476960718206,Pizza Place
867,Whittier Heights,47.683297,-122.3714487,Frankie & Jo’s,47.67952771129339,-122.37459443715365,Ice Cream Shop
868,Whittier Heights,47.683297,-122.3714487,Essex,47.679485575063595,-122.37489114357932,Cocktail Bar
869,Adams,47.5653,-122.2720136,Both Ways Cafe,47.56424311911135,-122.27091910429706,Café
870,Adams,47.5653,-122.2720136,Flying Squirrel Pizza,47.56416273410033,-122.27100750148695,Pizza Place
871,Adams,47.5653,-122.2720136,Genesee Dog Park,47.56349501431864,-122.27668704316113,Dog Run
872,Adams,47.5653,-122.2720136,Lakewood Moorage,47.56362020210408,-122.2673333247621,Harbor / Marina
873,Adams,47.5653,-122.2720136,Lake Washington beach park,47.565227092578006,-122.2682315912527,Lake
874,Sunset Hill,47.6752172,-122.39844840000002,Pico Café,47.67567412366766,-122.39838671984012,Bakery
875,Sunset Hill,47.6752172,-122.39844840000002,Sunset Hill Green Market,47.67498675260451,-122.39841202642529,Grocery Store
876,Sunset Hill,47.6752172,-122.39844840000002,The Scoop at Walter's,47.67559814556477,-122.39826398882187,Ice Cream Shop
877,Sunset Hill,47.6752172,-122.39844840000002,Weight Watchers - Ballard,47.67657436,-122.39611906,Weight Loss Center
878,Sunset Hill,47.6752172,-122.39844840000002,Rain City Video,47.675599296725636,-122.39828110739465,Video Store
879,Sunset Hill,47.6752172,-122.39844840000002,Ristorante Picolinos,47.67546742617405,-122.39849230731859,Italian Restaurant
880,Sunset Hill,47.6752172,-122.39844840000002,Walter's,47.675592,-122.39824,Coffee Shop
881,Loyal Heights,47.6887088,-122.3929073,Robertino's,47.68689602986237,-122.38810262449806,Café
882,Loyal Heights,47.6887088,-122.3929073,Ballard P-Patch,47.69124,-122.389312,Garden
883,Loyal Heights,47.6887088,-122.3929073,Academy of Music and Dance,47.6870129,-122.3878967,General College & University
884,Loyal Heights,47.6887088,-122.3929073,Soprano's Pizza & Pasta,47.68594818194729,-122.38779099882282,Pizza Place
885,Loyal Heights,47.6887088,-122.3929073,Larsen's Bakery,47.68680429086032,-122.38752398755355,Bakery
886,Loyal Heights,47.6887088,-122.3929073,Cocina Esperanza,47.69044689758142,-122.39799175302446,Mexican Restaurant
887,Loyal Heights,47.6887088,-122.3929073,Cafe Munir,47.68690805359445,-122.38799637355696,Middle Eastern Restaurant
888,Loyal Heights,47.6887088,-122.3929073,Saleh's Delicatessen,47.68670232183992,-122.3879181997279,Convenience Store
889,Loyal Heights,47.6887088,-122.3929073,Fresh Fish Company,47.68688775263134,-122.38723618613751,Fish Market
890,Magnolia,47.6489369,-122.3931153,Overlook Fitness Center,47.651847586675984,-122.38826285491744,Gym / Fitness Center
891,Magnolia,47.6489369,-122.3931153,Green Team Landscaping,47.64860720363209,-122.39372491836548,Construction & Landscaping
892,Magnolia,47.6489369,-122.3931153,Lawton Park,47.65188046590045,-122.38824037001781,Park
893,Magnolia,47.6489369,-122.3931153,Magnolia Manor Park,47.651862012422974,-122.38827942966893,Park
894,Magnolia,47.6489369,-122.3931153,Mura Asian Eatery,47.65136395402543,-122.39266109229236,Korean Restaurant
895,Magnolia,47.6489369,-122.3931153,28th Ave Dog Park,47.65145537499227,-122.39260657511593,Dog Run
896,Lawton Park,47.6563294,-122.4002959,Shell,47.659472,-122.400436,Gas Station
897,Lawton Park,47.6563294,-122.4002959,Seven Hills Running Store,47.660355885165984,-122.39834282541682,Sporting Goods Shop
898,Lawton Park,47.6563294,-122.4002959,Espresso Bar,47.654859959781696,-122.40115338767237,Coffee Shop
899,Lawton Park,47.6563294,-122.4002959,Magnolia Chiropractic and Message,47.66049198747071,-122.39792272846742,Chiropractor
900,Lawton Park,47.6563294,-122.4002959,Kiwanis Ravine,47.65934873797033,-122.40118451940475,Park
901,Lawton Park,47.6563294,-122.4002959,Disco Park Playground,47.65614249558978,-122.40524483458034,Playground
902,Lawton Park,47.6563294,-122.4002959,Discovery Espresso,47.65987526041342,-122.3980593855696,Coffee Shop
903,Lawton Park,47.6563294,-122.4002959,Rudy's Place,47.65386534997023,-122.4006527435005,Breakfast Spot
904,Lawton Park,47.6563294,-122.4002959,Metropolitan Market,47.655356672641,-122.40066554137967,Grocery Store
905,Interbay,47.6407418,-122.3763394,Interbay P-Patch,47.64137557635353,-122.37668207731434,Garden
906,Interbay,47.6407418,-122.3763394,Interbay Golf Center,47.64412444618593,-122.37776858245111,Golf Course
907,Interbay,47.6407418,-122.3763394,Petco,47.63667909756935,-122.37735172642434,Pet Store
908,Interbay,47.6407418,-122.3763394,Michaels,47.64016230782979,-122.37888689455163,Arts & Crafts Store
909,Interbay,47.6407418,-122.3763394,Queen Anne & Magnolia Paint And Interiors,47.63954471928739,-122.37210144261455,Home Service
910,Interbay,47.6407418,-122.3763394,Total Wine & More,47.6387727,-122.3770757,Wine Shop
911,Interbay,47.6407418,-122.3763394,Whole Foods Market,47.6369248138683,-122.37676134677211,Grocery Store
912,Interbay,47.6407418,-122.3763394,Alpine Hut,47.63925968383428,-122.37647726029358,Bike Shop
913,Interbay,47.6407418,-122.3763394,Interbay Putting Course,47.64382704958854,-122.37841376458415,Golf Course
914,Interbay,47.6407418,-122.3763394,Cold Stone Creamery,47.640682,-122.373686,Ice Cream Shop
915,Queen Anne,47.6394805,-122.3607453,Storyville Coffee Company,47.63826801773996,-122.35684008457612,Coffee Shop
916,Queen Anne,47.6394805,-122.3607453,Inspire Seattle - Queen Anne,47.63896983963645,-122.3570160549486,Gym / Fitness Center
917,Queen Anne,47.6394805,-122.3607453,B&E Meats & Seafood,47.63968046901902,-122.35727402290574,Market
918,Queen Anne,47.6394805,-122.3607453,Homegrown,47.63847232907291,-122.35704759128633,Sandwich Place
919,Queen Anne,47.6394805,-122.3607453,Paper Source,47.63622026850187,-122.35691681516835,Paper / Office Supplies Store
920,Queen Anne,47.6394805,-122.3607453,Elliott Bay Pizza Company,47.63769475906448,-122.35707034311,Pizza Place
921,Queen Anne,47.6394805,-122.3607453,Eat Local,47.63974875017382,-122.3566927540522,Gourmet Shop
922,Queen Anne,47.6394805,-122.3607453,Fountainhead Gallery,47.639555,-122.366111,Art Gallery
923,Queen Anne,47.6394805,-122.3607453,Grappa,47.63844182164059,-122.35678580600771,Mediterranean Restaurant
924,Queen Anne,47.6394805,-122.3607453,Ken's Market,47.639630361615254,-122.36456810023742,Grocery Store
925,Queen Anne,47.6394805,-122.3607453,Big Howe,47.63569751139641,-122.36083243044827,Playground
926,Queen Anne,47.6394805,-122.3607453,Zeeks Pizza,47.63651,-122.35727,Pizza Place
927,Queen Anne,47.6394805,-122.3607453,Bartell Drugs,47.63689305358445,-122.35703034184759,Pharmacy
928,Queen Anne,47.6394805,-122.3607453,Damask Tattoo,47.63862571620436,-122.35670193344144,Cosmetics Shop
929,Queen Anne,47.6394805,-122.3607453,Rhinestone Rosie,47.637797,-122.365454,Jewelry Store
930,Queen Anne,47.6394805,-122.3607453,Blue Highway Games,47.6385637877917,-122.35713315112461,Toy / Game Store
931,Queen Anne,47.6394805,-122.3607453,S & L,47.639562150378694,-122.36477743016037,Bakery
932,Queen Anne,47.6394805,-122.3607453,West Queen Anne Playfield,47.63564027611314,-122.3606648846323,Baseball Field
933,Queen Anne,47.6394805,-122.3607453,Queen Anne Farmers Market,47.63706416359463,-122.35769168521229,Farmers Market
934,Queen Anne,47.6394805,-122.3607453,Eden Hill,47.638697920609744,-122.35703352909903,Restaurant
935,Queen Anne,47.6394805,-122.3607453,Bite Box,47.639493,-122.361345,Bistro
936,Queen Anne,47.6394805,-122.3607453,Macrina Bakery,47.63950905848707,-122.36573873955246,Bakery
937,Queen Anne,47.6394805,-122.3607453,Starbucks,47.63825,-122.357155,Coffee Shop
938,Queen Anne,47.6394805,-122.3607453,Ying Thai Kitchen,47.63903687480554,-122.35682961681684,Thai Restaurant
939,Queen Anne,47.6394805,-122.3607453,Evviva Woodfired Pizza,47.639293,-122.357176,Pizza Place
940,Queen Anne,47.6394805,-122.3607453,Caffe Ladro,47.638644015700386,-122.35709004316855,Café
941,Queen Anne,47.6394805,-122.3607453,Five Hooks Fish Grill,47.639523760575955,-122.35673141244357,Seafood Restaurant
942,Queen Anne,47.6394805,-122.3607453,Mezcaleria Oaxaca,47.63789916194294,-122.35722965903267,Mexican Restaurant
943,Queen Anne,47.6394805,-122.3607453,Bounty Kitchen,47.638345548668646,-122.35669142088564,Restaurant
944,Queen Anne,47.6394805,-122.3607453,Haute Yoga,47.638106474620315,-122.35702394020903,Yoga Studio
945,Queen Anne,47.6394805,-122.3607453,How To Cook A Wolf,47.63864924974856,-122.35693162837059,Italian Restaurant
946,Queen Anne,47.6394805,-122.3607453,Wag 'N Wash,47.6366562772003,-122.35688237681268,Pet Store
947,Queen Anne,47.6394805,-122.3607453,All The Best Pet Care,47.63797154690808,-122.35704808211017,Pet Store
948,Queen Anne,47.6394805,-122.3607453,Emerald City Smoothie,47.63579686438965,-122.35710455012261,Smoothie Shop
949,Queen Anne,47.6394805,-122.3607453,Apollo Nails & Spa,47.63810565095272,-122.35685148327232,Nail Salon
950,Queen Anne,47.6394805,-122.3607453,Strawberry Moon Juice,47.639752,-122.356644,Juice Bar
951,Queen Anne,47.6394805,-122.3607453,Targy's Tavern,47.63781934037198,-122.36507407531747,Dive Bar
952,Queen Anne,47.6394805,-122.3607453,Hilltop Ale House,47.63808914939833,-122.35719044411464,Pub
953,Queen Anne,47.6394805,-122.3607453,Sela's Small Couture,47.6395968,-122.365459,Kids Store
954,Queen Anne,47.6394805,-122.3607453,Cupcake Royale,47.63717199481988,-122.35692103150056,Cupcake Shop
955,Queen Anne,47.6394805,-122.3607453,McCarthy & Schiering,47.63967943987676,-122.35738517585196,Wine Shop
