,Neighborhood,Neighborhood Latitude,Neighborhood Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category,airbnb_near
733,Green Lake,47.6801546,-122.3240935,Kitanda Espresso & Açaí,47.680268313900974,-122.32366938461305,Brazilian Restaurant,7
734,Green Lake,47.6801546,-122.3240935,Super Jock 'N Jill,47.68071169899375,-122.32599931951941,Shoe Store,5
735,Fremont,47.6504529,-122.34998610000001,PIPE AND ROW,47.6505914301773,-122.35078696444808,Women's Store,3
736,Fremont,47.6504529,-122.34998610000001,The Masonry,47.64951326543692,-122.3486058831003,Pizza Place,10
737,Fremont,47.6504529,-122.34998610000001,El Camino,47.65054377197718,-122.35091284926642,Mexican Restaurant,2
738,Fremont,47.6504529,-122.34998610000001,Evergreens,47.64941888975278,-122.34813966132334,Salad Place,11
739,Fremont,47.6504529,-122.34998610000001,Fremont Sunday Market,47.65005474577868,-122.35256908409369,Farmers Market,2
740,Fremont,47.6504529,-122.34998610000001,Eve,47.649514707868434,-122.3492896642033,New American Restaurant,6
741,Fremont,47.6504529,-122.34998610000001,Fainting Goat Gelato,47.65017326507064,-122.34988625031336,Ice Cream Shop,6
742,Fremont,47.6504529,-122.34998610000001,Roxy's Diner,47.65201551721047,-122.35277564202988,Diner,9
743,Fremont,47.6504529,-122.34998610000001,LTD Bar + Grill,47.65237314356162,-122.3550612949977,Sports Bar,13
744,Fremont,47.6504529,-122.34998610000001,The Foundry,47.65179767070692,-122.35515729252285,Art Gallery,9
745,Fremont,47.6504529,-122.34998610000001,Jai Thai,47.6503858986195,-122.35000936183536,Thai Restaurant,4
746,Fremont,47.6504529,-122.34998610000001,Schilling Cider House,47.64955772631211,-122.34923217882296,Bar,9
747,Fremont,47.6504529,-122.34998610000001,Jive Time Records,47.65063201536299,-122.34990612856451,Record Shop,6
748,Fremont,47.6504529,-122.34998610000001,Cafe Turko,47.64924034428274,-122.34701050922804,Turkish Restaurant,12
749,Fremont,47.6504529,-122.34998610000001,Stoneway CrossFit,47.64832570026577,-122.35513927072328,Gym,11
750,Fremont,47.6504529,-122.34998610000001,Red Star Taco Bar,47.651454608666576,-122.35142214503469,Bar,6
751,Fremont,47.6504529,-122.34998610000001,19 Gold,47.651485,-122.35043999999999,Taiwanese Restaurant,7
752,Fremont,47.6504529,-122.34998610000001,Fremont Canal Steps,47.64888488108312,-122.35137515048288,Park,1
753,Fremont,47.6504529,-122.34998610000001,Flying Apron Bakery,47.6510215108968,-122.34986843730465,Bakery,5
754,Fremont,47.6504529,-122.34998610000001,Swel,47.65066302553606,-122.3517869544055,Restaurant,3
755,Fremont,47.6504529,-122.34998610000001,Milstead & Co.,47.649376000000004,-122.347683,Coffee Shop,12
756,Fremont,47.6504529,-122.34998610000001,The Backdoor,47.652335228849964,-122.352755901177,American Restaurant,14
757,Fremont,47.6504529,-122.34998610000001,The Indoor Sun Shoppe,47.65072785536846,-122.35498865168897,Flower Shop,1
758,Fremont,47.6504529,-122.34998610000001,Woodsky's,47.65248697251951,-122.35528812773687,Bar,14
759,Fremont,47.6504529,-122.34998610000001,Royal Grinders,47.65132639776886,-122.35089512855265,Sandwich Place,6
760,Fremont,47.6504529,-122.34998610000001,Kwanjai Thai Cuisine,47.65177692135732,-122.35265898827234,Thai Restaurant,7
761,Fremont,47.6504529,-122.34998610000001,Fremont Mischief Distillery,47.651493263940324,-122.35647383218544,Brewery,4
762,Fremont,47.6504529,-122.34998610000001,Anytime Fitness,47.649190000000004,-122.34825,Gym / Fitness Center,12
763,Fremont,47.6504529,-122.34998610000001,The Sweet Spot,47.650975927244126,-122.35139068492997,Spa,4
764,Fremont,47.6504529,-122.34998610000001,Nectar,47.652327878587464,-122.35379400461302,Music Venue,12
765,Fremont,47.6504529,-122.34998610000001,7-Eleven,47.652627100000004,-122.3551929,Convenience Store,14
766,Fremont,47.6504529,-122.34998610000001,Silence-Heart-Nest,47.65072591600261,-122.35043178094564,Vegetarian / Vegan Restaurant,5
767,Fremont,47.6504529,-122.34998610000001,Norm's Eatery & Ale House,47.65205833082375,-122.35282684557035,Pub,9
768,Fremont,47.6504529,-122.34998610000001,MOD Pizza,47.64993920000001,-122.350029,Pizza Place,3
769,Fremont,47.6504529,-122.34998610000001,ZapVerr,47.64993696221103,-122.34974165101488,Thai Restaurant,6
770,Fremont,47.6504529,-122.34998610000001,Qazi's Indian Restaurant,47.6516754142059,-122.35255220905049,Indian Restaurant,5
771,Fremont,47.6504529,-122.34998610000001,Fremont Fair,47.65057924643098,-122.35375543604708,Fair,4
772,Fremont,47.6504529,-122.34998610000001,Caffe Ladro,47.65208098674189,-122.35325228347412,Coffee Shop,10
773,Fremont,47.6504529,-122.34998610000001,Fremont Vintage Mall,47.650265608662,-122.35002650857288,Antique Shop,5
774,Fremont,47.6504529,-122.34998610000001,Portage Bay Goods,47.650493374733294,-122.35027602409457,Gift Shop,3
775,Fremont,47.6504529,-122.34998610000001,Salsa Con Todo,47.6494099061519,-122.34817066183105,Salsa Club,11
776,Fremont,47.6504529,-122.34998610000001,The Fremont Troll,47.65054176388453,-122.3475772300058,Outdoor Sculpture,12
777,Fremont,47.6504529,-122.34998610000001,Google Seattle - Junction Coffee Shop,47.649208812225545,-122.35046163603892,Coffee Shop,2
778,Fremont,47.6504529,-122.34998610000001,Fremont Coffee Company,47.65189155782778,-122.35310113877036,Coffee Shop,9
779,Fremont,47.6504529,-122.34998610000001,Bar House,47.65164105114407,-122.35216993465185,Bar,6
780,Fremont,47.6504529,-122.34998610000001,Triangle Tavern,47.650949941556476,-122.35087278355272,Food,6
781,Fremont,47.6504529,-122.34998610000001,Rancho Bravo Tacos,47.65215159299152,-122.35377220700813,Taco Place,12
782,Fremont,47.6504529,-122.34998610000001,Brouwer's Cafe,47.651681170608256,-122.35425671988108,Pub,8
783,Fremont,47.6504529,-122.34998610000001,Outlander Brewery & Pub,47.65230734422658,-122.35527928298264,Brewery,14
784,Fremont,47.6504529,-122.34998610000001,Add-a-Ball Arcade,47.652039557314005,-122.35477061699757,Arcade,10
785,Fremont,47.6504529,-122.34998610000001,Urban Earth,47.64955771876632,-122.34449449450666,Garden Center,7
786,Fremont,47.6504529,-122.34998610000001,Pel'Meni Dumpling Tzar,47.651068770884905,-122.35035494230381,Dumpling Restaurant,5
787,Fremont,47.6504529,-122.34998610000001,Nickerson Street Saloon,47.646550210915784,-122.35021736291904,Pub,6
788,Fremont,47.6504529,-122.34998610000001,The Ballroom,47.65207211191953,-122.35306993540884,Bar,9
789,Fremont,47.6504529,-122.34998610000001,High Dive,47.65144588015892,-122.35165796750141,Music Venue,6
790,Fremont,47.6504529,-122.34998610000001,Fremont Oktoberfest,47.65165770210868,-122.35608980897787,Beer Garden,6
791,Fremont,47.6504529,-122.34998610000001,PCC Community Markets,47.649840000000005,-122.3509,Organic Grocery,2
792,Fremont,47.6504529,-122.34998610000001,Two Smiling Feet,47.6515666094263,-122.351411859439,Massage Studio,7
793,Fremont,47.6504529,-122.34998610000001,Pho Than Brothers,47.649704264710806,-122.3500004984655,Asian Restaurant,2
794,Fremont,47.6504529,-122.34998610000001,Simply Desserts,47.65030745306944,-122.34991930219513,Dessert Shop,6
795,Fremont,47.6504529,-122.34998610000001,Barrel Thief,47.65071779046684,-122.35142095645139,Cocktail Bar,3
796,Fremont,47.6504529,-122.34998610000001,ETG Coffee & Bakery,47.6508538051239,-122.35055374963957,Coffee Shop,5
797,Fremont,47.6504529,-122.34998610000001,Agrodolce,47.65038523577004,-122.34928183725864,Italian Restaurant,9
798,Fremont,47.6504529,-122.34998610000001,Fremont Brewing Company,47.648973926283475,-122.34449080102242,Brewery,6
799,Fremont,47.6504529,-122.34998610000001,Shawn O'Donnell's,47.651457956005146,-122.350164706388,Irish Pub,5
800,Fremont,47.6504529,-122.34998610000001,Pie,47.65104826584821,-122.35004940074755,Bakery,5
801,Fremont,47.6504529,-122.34998610000001,Theo Chocolate,47.65123487507413,-122.35436187192579,Chocolate Shop,4
802,Fremont,47.6504529,-122.34998610000001,The Stairway In Fremont Project,47.65489672373227,-122.3499446518782,Art Gallery,16
803,Fremont,47.6504529,-122.34998610000001,Ninja Escape,47.6531408,-122.34724890000001,Theme Park Ride / Attraction,18
804,Fremont,47.6504529,-122.34998610000001,Custom Smoothie,47.65000327408855,-122.35187388435013,Juice Bar,2
805,Fremont,47.6504529,-122.34998610000001,Nuna Ramen,47.65166490030103,-122.35229154742815,Ramen Restaurant,7
806,Fremont,47.6504529,-122.34998610000001,Blue Owl Workshop,47.650293809579814,-122.349644058959,Boutique,7
807,Fremont,47.6504529,-122.34998610000001,Flair Taco Truck,47.652191168727796,-122.35434532600328,Food Truck,12
808,Fremont,47.6504529,-122.34998610000001,Ophelia's Books,47.65066907791336,-122.34993959576944,Bookstore,6
809,Phinney Ridge,47.6721306,-122.35403059999999,Woodland Park,47.671945211746475,-122.3492689413174,Park,0
810,Phinney Ridge,47.6721306,-122.35403059999999,Red Ruffed Lemur,47.66803432,-122.35240405,Zoo Exhibit,1
811,Phinney Ridge,47.6721306,-122.35403059999999,Historic Carousel,47.670196853084924,-122.35218316368658,Theme Park Ride / Attraction,1
812,Phinney Ridge,47.6721306,-122.35403059999999,Shop Agora,47.675622,-122.35445700000001,Gourmet Shop,14
813,Phinney Ridge,47.6721306,-122.35403059999999,Modern Japanese Cuisine,47.67348502605972,-122.3542226709728,Japanese Restaurant,9
814,Phinney Ridge,47.6721306,-122.35403059999999,Tokara,47.67431722805188,-122.3542857170105,Dessert Shop,14
815,Phinney Ridge,47.6721306,-122.35403059999999,Meerkat Exhibit,47.66908133466347,-122.34986657493013,Zoo Exhibit,1
816,Phinney Ridge,47.6721306,-122.35403059999999,Woodland Park Zoo - West Gate,47.669218964080954,-122.35284085493592,Zoo Exhibit,3
817,Phinney Ridge,47.6721306,-122.35403059999999,Penguin Exhibit,47.669022213385105,-122.35259324754972,Zoo Exhibit,2
818,Phinney Ridge,47.6721306,-122.35403059999999,Zeeks Pizza,47.672670000000004,-122.35439,Pizza Place,8
819,Phinney Ridge,47.6721306,-122.35403059999999,Northern Trail,47.671937427773926,-122.34928900235514,Trail,0
820,Phinney Ridge,47.6721306,-122.35403059999999,The Fox Den,47.67194315359295,-122.34921560906031,Zoo Exhibit,0
821,Phinney Ridge,47.6721306,-122.35403059999999,Wolf Exhibit,47.67058088145899,-122.35057062808256,Zoo Exhibit,1
822,Phinney Ridge,47.6721306,-122.35403059999999,The Whits End,47.67628068724089,-122.35424344091274,Bar,14
823,Phinney Ridge,47.6721306,-122.35403059999999,A La Mode Pies,47.67181662781157,-122.35440450659321,Pie Shop,5
824,Phinney Ridge,47.6721306,-122.35403059999999,The Park Public House,47.67360031288768,-122.35420740446686,Pub,10
825,Phinney Ridge,47.6721306,-122.35403059999999,Grizzly Bear Exhibit,47.67096819848934,-122.35063234863487,Zoo Exhibit,1
826,Phinney Ridge,47.6721306,-122.35403059999999,Mo's Sandwiches,47.673606,-122.35428600000002,Sandwich Place,10
827,Phinney Ridge,47.6721306,-122.35403059999999,Redbox,47.671812,-122.35439299999999,Video Store,5
828,Phinney Ridge,47.6721306,-122.35403059999999,WildLights at Woodland Park Zoo,47.669178456909,-122.35285561147735,Zoo Exhibit,3
829,Phinney Ridge,47.6721306,-122.35403059999999,Woodland Park Zoo,47.66870653164529,-122.35167377145757,Zoo,1
830,Phinney Ridge,47.6721306,-122.35403059999999,Tropical Rainforest Exhibit,47.66786188263997,-122.3522538098102,Zoo Exhibit,0
831,Phinney Ridge,47.6721306,-122.35403059999999,Chef Liao,47.67296182490042,-122.35430668966136,Chinese Restaurant,7
832,Phinney Ridge,47.6721306,-122.35403059999999,Empty Sea Studios,47.674677,-122.354142,Music Venue,13
833,Phinney Ridge,47.6721306,-122.35403059999999,Komodo Dragon Exhibit,47.66890068554396,-122.3497460286193,Zoo Exhibit,0
834,Phinney Ridge,47.6721306,-122.35403059999999,Rudy's Barbershop - Phinney,47.6756183224519,-122.35447003989864,Salon / Barbershop,15
835,Phinney Ridge,47.6721306,-122.35403059999999,Zoomazium,47.668004034572256,-122.35321556417723,Zoo Exhibit,3
836,Phinney Ridge,47.6721306,-122.35403059999999,West Woodland Park Playground,47.671341241384404,-122.3534347655815,Playground,2
837,Phinney Ridge,47.6721306,-122.35403059999999,7-Eleven,47.672025301152,-122.353934347629,Convenience Store,5
838,Phinney Ridge,47.6721306,-122.35403059999999,Fresh Flours,47.67315634832811,-122.35446206995992,Café,7
839,Phinney Ridge,47.6721306,-122.35403059999999,Sully's Snowgoose,47.67378279117657,-122.35455163586168,Bar,14
840,Phinney Ridge,47.6721306,-122.35403059999999,Le Merde,47.67581983943962,-122.35465049743652,Boutique,15
841,Ballard,47.6765073,-122.3862233,Baleen,47.675971000000004,-122.38203899999999,Jewelry Store,7
842,Ballard,47.6765073,-122.3862233,Redbox,47.673196999999995,-122.387593,Video Store,11
843,Ballard,47.6765073,-122.3862233,Copine,47.67574136749478,-122.38740432867979,French Restaurant,6
844,Ballard,47.6765073,-122.3862233,Salmon Bay Park,47.67918224152669,-122.38126445349695,Park,3
845,Ballard,47.6765073,-122.3862233,Olaf's,47.67471181910651,-122.38781490780407,Bar,7
846,Ballard,47.6765073,-122.3862233,Mabel Coffee,47.67964979999999,-122.3879238,Coffee Shop,3
847,Ballard,47.6765073,-122.3862233,addo Ballard,47.675509000000005,-122.387395,Restaurant,6
848,Ballard,47.6765073,-122.3862233,Ballard Boys & Girls Club,47.67511980575124,-122.38179335868318,Baseball Field,8
849,West Woodland,47.675973299999995,-122.34749920000002,Woodland Park,47.671945211746475,-122.3492689413174,Park,0
850,West Woodland,47.675973299999995,-122.34749920000002,North Meadow,47.67190418871632,-122.34936973795826,Park,0
851,West Woodland,47.675973299999995,-122.34749920000002,Mountian Goat,47.67197946896575,-122.34928174643038,Zoo Exhibit,0
852,West Woodland,47.675973299999995,-122.34749920000002,Northern Trail,47.671937427773926,-122.34928900235514,Trail,0
853,West Woodland,47.675973299999995,-122.34749920000002,Bongos,47.676576000000004,-122.347007,Caribbean Restaurant,2
854,West Woodland,47.675973299999995,-122.34749920000002,Tundra Center,47.67201667318821,-122.34928137642919,Zoo Exhibit,0
855,West Woodland,47.675973299999995,-122.34749920000002,Woodland Park Lawn Bowling Greens,47.67289197259982,-122.34593896192092,Bowling Green,0
856,Whittier Heights,47.683296999999996,-122.3714487,Rosellini's,47.67952480918485,-122.3747295593868,Bakery,6
857,Whittier Heights,47.683296999999996,-122.3714487,Viet Nam Restaurant,47.680741741646955,-122.3765923409503,Vietnamese Restaurant,6
858,Whittier Heights,47.683296999999996,-122.3714487,Kirke Park,47.680130592754914,-122.36811954119196,Park,7
859,Whittier Heights,47.683296999999996,-122.3714487,Stop N Go,47.68339255023122,-122.37671814261252,Convenience Store,7
860,Whittier Heights,47.683296999999996,-122.3714487,The Fat Hen,47.679593621013545,-122.37453550782013,Breakfast Spot,6
861,Whittier Heights,47.683296999999996,-122.3714487,Thunderbird Tavern,47.68371908002555,-122.37702409468815,Bar,7
862,Whittier Heights,47.683296999999996,-122.3714487,Waterwheel Lounge,47.68056627268515,-122.37637683077921,Karaoke Bar,7
863,Whittier Heights,47.683296999999996,-122.3714487,Sazon Kitchen,47.681538,-122.377105,Mexican Restaurant,9
864,Whittier Heights,47.683296999999996,-122.3714487,Seattle Tile Company,47.6856,-122.37638500000001,Furniture / Home Store,3
865,Whittier Heights,47.683296999999996,-122.3714487,Un Bien,47.68163662900125,-122.37663719087422,Caribbean Restaurant,9
866,Whittier Heights,47.683296999999996,-122.3714487,Delancey,47.67954593341448,-122.37476960718206,Pizza Place,6
867,Whittier Heights,47.683296999999996,-122.3714487,Frankie & Jo’s,47.67952771129339,-122.37459443715365,Ice Cream Shop,6
868,Whittier Heights,47.683296999999996,-122.3714487,Essex,47.6794855750636,-122.3748911435793,Cocktail Bar,7
869,Adams,47.5653,-122.2720136,Both Ways Cafe,47.564243119111346,-122.27091910429706,Café,8
870,Adams,47.5653,-122.2720136,Flying Squirrel Pizza,47.564162734100336,-122.27100750148695,Pizza Place,8
871,Adams,47.5653,-122.2720136,Genesee Dog Park,47.56349501431864,-122.27668704316112,Dog Run,0
872,Adams,47.5653,-122.2720136,Lakewood Moorage,47.56362020210408,-122.26733332476209,Harbor / Marina,1
873,Adams,47.5653,-122.2720136,Lake Washington beach park,47.56522709257801,-122.26823159125271,Lake,1
874,Sunset Hill,47.6752172,-122.39844840000002,Pico Café,47.67567412366766,-122.39838671984013,Bakery,8
875,Sunset Hill,47.6752172,-122.39844840000002,Sunset Hill Green Market,47.674986752604504,-122.39841202642529,Grocery Store,8
876,Sunset Hill,47.6752172,-122.39844840000002,The Scoop at Walter's,47.67559814556478,-122.39826398882187,Ice Cream Shop,9
877,Sunset Hill,47.6752172,-122.39844840000002,Weight Watchers - Ballard,47.67657436,-122.39611906,Weight Loss Center,10
878,Sunset Hill,47.6752172,-122.39844840000002,Rain City Video,47.67559929672564,-122.39828110739464,Video Store,9
879,Sunset Hill,47.6752172,-122.39844840000002,Ristorante Picolinos,47.67546742617405,-122.39849230731859,Italian Restaurant,10
880,Sunset Hill,47.6752172,-122.39844840000002,Walter's,47.675592,-122.39823999999999,Coffee Shop,9
881,Loyal Heights,47.6887088,-122.39290729999999,Robertino's,47.68689602986237,-122.38810262449806,Café,4
882,Loyal Heights,47.6887088,-122.39290729999999,Ballard P-Patch,47.69124,-122.38931200000002,Garden,0
883,Loyal Heights,47.6887088,-122.39290729999999,Academy of Music and Dance,47.6870129,-122.3878967,General College & University,4
884,Loyal Heights,47.6887088,-122.39290729999999,Soprano's Pizza & Pasta,47.68594818194729,-122.38779099882281,Pizza Place,6
885,Loyal Heights,47.6887088,-122.39290729999999,Larsen's Bakery,47.686804290860316,-122.38752398755356,Bakery,5
886,Loyal Heights,47.6887088,-122.39290729999999,Cocina Esperanza,47.690446897581424,-122.39799175302444,Mexican Restaurant,2
887,Loyal Heights,47.6887088,-122.39290729999999,Cafe Munir,47.68690805359446,-122.38799637355696,Middle Eastern Restaurant,4
888,Loyal Heights,47.6887088,-122.39290729999999,Saleh's Delicatessen,47.686702321839924,-122.38791819972789,Convenience Store,4
889,Loyal Heights,47.6887088,-122.39290729999999,Fresh Fish Company,47.68688775263134,-122.38723618613753,Fish Market,5
890,Magnolia,47.6489369,-122.39311529999999,Overlook Fitness Center,47.65184758667598,-122.38826285491743,Gym / Fitness Center,2
891,Magnolia,47.6489369,-122.39311529999999,Green Team Landscaping,47.648607203632096,-122.39372491836548,Construction & Landscaping,3
892,Magnolia,47.6489369,-122.39311529999999,Lawton Park,47.65188046590045,-122.3882403700178,Park,2
893,Magnolia,47.6489369,-122.39311529999999,Magnolia Manor Park,47.65186201242298,-122.38827942966893,Park,2
894,Magnolia,47.6489369,-122.39311529999999,Mura Asian Eatery,47.65136395402543,-122.39266109229237,Korean Restaurant,3
895,Magnolia,47.6489369,-122.39311529999999,28th Ave Dog Park,47.651455374992274,-122.39260657511593,Dog Run,3
896,Lawton Park,47.6563294,-122.4002959,Shell,47.659471999999994,-122.40043600000001,Gas Station,6
897,Lawton Park,47.6563294,-122.4002959,Seven Hills Running Store,47.66035588516598,-122.39834282541682,Sporting Goods Shop,4
898,Lawton Park,47.6563294,-122.4002959,Espresso Bar,47.6548599597817,-122.40115338767237,Coffee Shop,1
899,Lawton Park,47.6563294,-122.4002959,Magnolia Chiropractic and Message,47.660491987470714,-122.39792272846742,Chiropractor,4
900,Lawton Park,47.6563294,-122.4002959,Kiwanis Ravine,47.659348737970326,-122.40118451940478,Park,6
901,Lawton Park,47.6563294,-122.4002959,Disco Park Playground,47.65614249558978,-122.40524483458034,Playground,2
902,Lawton Park,47.6563294,-122.4002959,Discovery Espresso,47.659875260413415,-122.3980593855696,Coffee Shop,5
903,Lawton Park,47.6563294,-122.4002959,Rudy's Place,47.653865349970225,-122.4006527435005,Breakfast Spot,0
904,Lawton Park,47.6563294,-122.4002959,Metropolitan Market,47.655356672641,-122.40066554137968,Grocery Store,1
905,Interbay,47.640741799999994,-122.3763394,Interbay P-Patch,47.64137557635353,-122.37668207731434,Garden,3
906,Interbay,47.640741799999994,-122.3763394,Interbay Golf Center,47.644124446185934,-122.37776858245114,Golf Course,3
907,Interbay,47.640741799999994,-122.3763394,Petco,47.63667909756935,-122.37735172642435,Pet Store,0
908,Interbay,47.640741799999994,-122.3763394,Michaels,47.64016230782979,-122.37888689455164,Arts & Crafts Store,0
909,Interbay,47.640741799999994,-122.3763394,Queen Anne & Magnolia Paint And Interiors,47.639544719287386,-122.37210144261455,Home Service,10
910,Interbay,47.640741799999994,-122.3763394,Total Wine & More,47.638772700000004,-122.37707569999999,Wine Shop,1
911,Interbay,47.640741799999994,-122.3763394,Whole Foods Market,47.63692481386829,-122.37676134677211,Grocery Store,0
912,Interbay,47.640741799999994,-122.3763394,Alpine Hut,47.63925968383428,-122.37647726029358,Bike Shop,2
913,Interbay,47.640741799999994,-122.3763394,Interbay Putting Course,47.64382704958854,-122.37841376458417,Golf Course,1
914,Interbay,47.640741799999994,-122.3763394,Cold Stone Creamery,47.640682,-122.373686,Ice Cream Shop,9
915,Queen Anne,47.6394805,-122.3607453,Storyville Coffee Company,47.63826801773996,-122.35684008457613,Coffee Shop,4
916,Queen Anne,47.6394805,-122.3607453,Inspire Seattle - Queen Anne,47.63896983963645,-122.3570160549486,Gym / Fitness Center,5
917,Queen Anne,47.6394805,-122.3607453,B&E Meats & Seafood,47.63968046901902,-122.35727402290573,Market,7
918,Queen Anne,47.6394805,-122.3607453,Homegrown,47.638472329072904,-122.35704759128632,Sandwich Place,4
919,Queen Anne,47.6394805,-122.3607453,Paper Source,47.636220268501866,-122.35691681516836,Paper / Office Supplies Store,6
920,Queen Anne,47.6394805,-122.3607453,Elliott Bay Pizza Company,47.63769475906447,-122.35707034311001,Pizza Place,6
921,Queen Anne,47.6394805,-122.3607453,Eat Local,47.639748750173815,-122.3566927540522,Gourmet Shop,7
922,Queen Anne,47.6394805,-122.3607453,Fountainhead Gallery,47.639555,-122.366111,Art Gallery,16
923,Queen Anne,47.6394805,-122.3607453,Grappa,47.6384418216406,-122.35678580600771,Mediterranean Restaurant,4
924,Queen Anne,47.6394805,-122.3607453,Ken's Market,47.63963036161525,-122.36456810023742,Grocery Store,12
925,Queen Anne,47.6394805,-122.3607453,Big Howe,47.63569751139641,-122.36083243044828,Playground,11
926,Queen Anne,47.6394805,-122.3607453,Zeeks Pizza,47.636509999999994,-122.35727,Pizza Place,6
927,Queen Anne,47.6394805,-122.3607453,Bartell Drugs,47.63689305358445,-122.35703034184759,Pharmacy,6
928,Queen Anne,47.6394805,-122.3607453,Damask Tattoo,47.63862571620436,-122.35670193344143,Cosmetics Shop,4
929,Queen Anne,47.6394805,-122.3607453,Rhinestone Rosie,47.637797,-122.365454,Jewelry Store,16
930,Queen Anne,47.6394805,-122.3607453,Blue Highway Games,47.6385637877917,-122.35713315112459,Toy / Game Store,4
931,Queen Anne,47.6394805,-122.3607453,S & L,47.63956215037869,-122.36477743016034,Bakery,12
932,Queen Anne,47.6394805,-122.3607453,West Queen Anne Playfield,47.635640276113136,-122.3606648846323,Baseball Field,11
933,Queen Anne,47.6394805,-122.3607453,Queen Anne Farmers Market,47.63706416359464,-122.35769168521229,Farmers Market,6
934,Queen Anne,47.6394805,-122.3607453,Eden Hill,47.638697920609744,-122.35703352909904,Restaurant,5
935,Queen Anne,47.6394805,-122.3607453,Bite Box,47.639493,-122.361345,Bistro,8
936,Queen Anne,47.6394805,-122.3607453,Macrina Bakery,47.63950905848707,-122.36573873955246,Bakery,16
937,Queen Anne,47.6394805,-122.3607453,Starbucks,47.63825,-122.357155,Coffee Shop,4
938,Queen Anne,47.6394805,-122.3607453,Ying Thai Kitchen,47.639036874805534,-122.35682961681684,Thai Restaurant,6
939,Queen Anne,47.6394805,-122.3607453,Evviva Woodfired Pizza,47.639293,-122.357176,Pizza Place,7
940,Queen Anne,47.6394805,-122.3607453,Caffe Ladro,47.638644015700386,-122.35709004316857,Café,5
941,Queen Anne,47.6394805,-122.3607453,Five Hooks Fish Grill,47.63952376057596,-122.35673141244357,Seafood Restaurant,8
942,Queen Anne,47.6394805,-122.3607453,Mezcaleria Oaxaca,47.63789916194294,-122.35722965903268,Mexican Restaurant,5
943,Queen Anne,47.6394805,-122.3607453,Bounty Kitchen,47.63834554866865,-122.35669142088564,Restaurant,4
944,Queen Anne,47.6394805,-122.3607453,Haute Yoga,47.63810647462032,-122.35702394020905,Yoga Studio,4
945,Queen Anne,47.6394805,-122.3607453,How To Cook A Wolf,47.63864924974856,-122.35693162837059,Italian Restaurant,5
946,Queen Anne,47.6394805,-122.3607453,Wag 'N Wash,47.636656277200295,-122.35688237681269,Pet Store,5
947,Queen Anne,47.6394805,-122.3607453,All The Best Pet Care,47.63797154690808,-122.35704808211015,Pet Store,4
948,Queen Anne,47.6394805,-122.3607453,Emerald City Smoothie,47.63579686438965,-122.35710455012259,Smoothie Shop,8
949,Queen Anne,47.6394805,-122.3607453,Apollo Nails & Spa,47.638105650952724,-122.35685148327231,Nail Salon,4
950,Queen Anne,47.6394805,-122.3607453,Strawberry Moon Juice,47.639752,-122.35664399999999,Juice Bar,7
951,Queen Anne,47.6394805,-122.3607453,Targy's Tavern,47.63781934037198,-122.36507407531748,Dive Bar,15
952,Queen Anne,47.6394805,-122.3607453,Hilltop Ale House,47.638089149398326,-122.35719044411465,Pub,5
953,Queen Anne,47.6394805,-122.3607453,Sela's Small Couture,47.6395968,-122.365459,Kids Store,13
954,Queen Anne,47.6394805,-122.3607453,Cupcake Royale,47.63717199481988,-122.35692103150056,Cupcake Shop,5
955,Queen Anne,47.6394805,-122.3607453,McCarthy & Schiering,47.63967943987676,-122.35738517585196,Wine Shop,6
956,Queen Anne,47.6394805,-122.3607453,Trader Joe's,47.63655526870181,-122.35690696264973,Grocery Store,5
957,Queen Anne,47.6394805,-122.3607453,Massage Envy - Queen Anne,47.637293799999995,-122.3573096,Spa,6
958,Queen Anne,47.6394805,-122.3607453,Yogalife Queen Anne,47.63842195066046,-122.356573351705,Yoga Studio,4
959,Queen Anne,47.6394805,-122.3607453,Menchie's Frozen Yogurt,47.637207434132655,-122.35711682632795,Frozen Yogurt Shop,5
960,Queen Anne,47.6394805,-122.3607453,Orrapin Thai,47.638453259212426,-122.35656641557124,Thai Restaurant,4
961,Queen Anne,47.6394805,-122.3607453,Paragon Restaurant & Bar,47.63798219465542,-122.35710917271784,Music Venue,4
962,Queen Anne,47.6394805,-122.3607453,Queen Anne Cafe,47.637817834681655,-122.35714044523688,American Restaurant,3
963,Queen Anne,47.6394805,-122.3607453,Flame,47.63772560945104,-122.35714720938213,Burger Joint,5
964,Queen Anne,47.6394805,-122.3607453,Salon Joseph,47.639634511764534,-122.36525774269495,Cosmetics Shop,13
965,Queen Anne,47.6394805,-122.3607453,Malena's Taco Shop,47.63963466092469,-122.36595650195822,Mexican Restaurant,14
966,North Queen Anne,47.6394805,-122.3607453,Storyville Coffee Company,47.63826801773996,-122.35684008457613,Coffee Shop,4
967,North Queen Anne,47.6394805,-122.3607453,Inspire Seattle - Queen Anne,47.63896983963645,-122.3570160549486,Gym / Fitness Center,5
968,North Queen Anne,47.6394805,-122.3607453,B&E Meats & Seafood,47.63968046901902,-122.35727402290573,Market,7
969,North Queen Anne,47.6394805,-122.3607453,Homegrown,47.638472329072904,-122.35704759128632,Sandwich Place,4
970,North Queen Anne,47.6394805,-122.3607453,Paper Source,47.636220268501866,-122.35691681516836,Paper / Office Supplies Store,6
971,North Queen Anne,47.6394805,-122.3607453,Elliott Bay Pizza Company,47.63769475906447,-122.35707034311001,Pizza Place,6
